ten_power_0,ten_power_1,ten_power_2,ten_power_3,ten_power_4,ten_power_5,ten_power_6,sum_digits,digital_root,product_digits,last_two_digits,prime,number
3,2,8,7,6,2,6,34,7,24192,23,1,6267823
7,4,9,8,9,0,7,44,8,0,47,1,7098947
1,0,1,5,8,0,8,23,5,0,1,1,8085101
1,7,8,8,3,0,5,32,5,0,71,1,5038871
1,5,5,5,1,9,8,34,7,9000,51,1,8915551
3,8,1,8,4,6,4,34,7,18432,83,1,4648183
1,9,6,4,7,6,7,40,4,63504,91,1,7674691
7,8,8,6,7,6,1,43,7,112896,87,1,1676887
1,3,5,3,0,0,8,20,2,0,31,1,8003531
7,7,0,8,2,4,9,37,1,0,77,1,9428077
7,7,0,0,4,6,1,25,7,0,77,1,1640077
7,2,6,5,6,5,7,38,2,88200,27,1,7565627
9,3,4,7,8,6,4,41,5,145152,39,1,4687439
1,5,8,9,4,1,9,37,1,12960,51,1,9149851
7,3,2,3,1,0,1,17,8,0,37,1,1013237
9,1,6,1,8,8,8,41,5,27648,19,1,8881619
3,1,2,6,8,1,6,27,9,1728,13,0,6186213
3,6,1,3,5,3,5,26,8,4050,63,0,5353163
3,7,1,5,2,1,2,21,3,420,73,0,2125173
1,1,8,8,3,1,9,31,4,1728,11,0,9138811
9,4,6,7,9,7,6,48,3,571536,49,0,6797649
9,4,2,0,6,9,1,31,4,0,49,0,1960249
9,3,8,4,6,8,1,39,3,41472,39,0,1864839
7,4,1,1,7,8,3,31,4,4704,47,0,3871147
7,9,0,6,5,1,4,32,5,0,97,0,4156097
7,5,5,1,1,6,6,31,4,6300,57,0,6611557
9,9,7,3,2,9,6,45,9,183708,99,0,6923799
1,9,8,8,9,5,4,44,8,103680,91,0,4598891
9,6,7,7,4,6,5,44,8,317520,69,0,5647769
9,3,4,6,3,5,4,34,7,38880,39,0,4536439
3,1,3,1,9,9,8,34,7,5832,13,0,8991313
3,4,5,0,4,9,4,29,2,0,43,0,4940543
9,7,0,6,6,3,1,32,5,0,79,0,1366079
3,3,0,4,9,4,8,31,4,0,33,0,8494033
3,4,0,5,3,8,7,30,3,0,43,0,7835043
9,9,9,3,5,5,3,43,7,164025,99,0,3553999
1,8,4,6,8,0,1,28,1,0,81,0,1086481
9,5,6,0,5,2,1,28,1,0,59,0,1250659
9,7,9,2,3,8,5,43,7,136080,79,0,5832979
3,8,4,0,3,3,2,23,5,0,83,0,2330483
1,6,8,2,6,0,3,26,8,0,61,0,3062861
1,2,9,4,8,9,4,37,1,20736,21,0,4984921
1,6,8,8,0,1,3,27,9,0,61,0,3108861
9,7,3,6,2,8,1,36,9,18144,79,0,1826379
3,3,4,5,1,8,5,29,2,7200,33,0,5815433
3,3,2,2,1,8,5,24,6,1440,33,0,5812233
1,7,4,1,8,6,8,35,8,10752,71,0,8681471
9,0,2,0,7,3,5,26,8,0,9,0,5370209
9,4,0,2,1,8,4,28,1,0,49,0,4812049
9,7,4,1,8,9,8,46,1,145152,79,0,8981479
1,5,8,3,0,0,6,23,5,0,51,0,6003851
7,3,2,8,5,6,9,40,4,90720,37,0,9658237
7,7,4,5,5,3,4,35,8,58800,77,0,4355477
9,5,0,3,6,5,9,37,1,0,59,0,9563059
1,3,5,9,1,7,8,34,7,7560,31,0,8719531
9,4,5,4,2,0,9,33,6,0,49,0,9024549
9,5,6,3,1,5,9,38,2,36450,59,0,9513659
9,3,6,0,7,9,5,39,3,0,39,0,5970639
9,9,6,1,8,9,2,44,8,69984,99,0,2981699
9,0,0,8,6,3,5,31,4,0,9,0,5368009
3,1,0,7,4,2,2,19,1,0,13,0,2247013
9,5,9,7,1,0,7,38,2,0,59,0,7017959
1,1,0,4,5,0,8,19,1,0,11,0,8054011
1,1,5,1,9,8,8,33,6,2880,11,0,8891511
9,5,2,4,0,6,9,35,8,0,59,0,9604259
1,8,7,7,1,7,7,38,2,19208,81,0,7717781
9,2,8,4,2,5,7,37,1,40320,29,0,7524829
1,7,5,0,4,1,3,21,3,0,71,0,3140571
3,2,5,6,2,4,9,31,4,12960,23,0,9426523
3,1,0,6,1,2,9,22,4,0,13,0,9216013
3,2,7,0,0,6,6,24,6,0,23,0,6600723
9,4,2,0,2,4,6,27,9,0,49,0,6420249
7,7,9,5,8,1,7,44,8,123480,77,0,7185977
9,0,6,0,2,6,3,26,8,0,9,0,3620609
9,9,1,3,7,0,7,36,9,0,99,0,7073199
9,7,9,1,0,3,7,36,9,0,79,0,7301979
7,4,4,4,6,7,8,40,4,150528,47,0,8764447
9,5,1,9,6,9,8,47,2,174960,59,0,8969159
9,1,1,5,3,6,5,30,3,4050,19,0,5635119
9,4,6,9,1,7,2,38,2,27216,49,0,2719649
7,7,7,8,0,7,9,45,9,0,77,0,9708777
3,9,8,3,8,5,3,39,3,77760,93,0,3583893
9,0,6,4,5,5,4,33,6,0,9,0,4554609
1,4,3,0,1,8,6,23,5,0,41,0,6810341
9,4,6,5,7,3,5,39,3,113400,49,0,5375649
7,9,0,0,3,7,8,34,7,0,97,0,8730097
9,3,7,8,8,7,9,51,6,762048,39,0,9788739
3,9,2,1,7,9,2,33,6,6804,93,0,2971293
7,7,6,1,6,7,2,36,9,24696,77,0,2761677
1,8,6,8,0,2,4,29,2,0,81,0,4208681
7,2,8,8,9,8,3,45,9,193536,27,0,3898827
1,7,9,7,2,8,8,42,6,56448,71,0,8827971
1,0,7,2,9,1,8,28,1,0,1,0,8192701
9,3,5,9,9,8,1,44,8,87480,39,0,1899539
1,9,3,9,4,9,6,41,5,52488,91,0,6949391
9,8,2,4,6,6,4,39,3,82944,89,0,4664289
9,8,7,0,2,9,8,43,7,0,89,0,8920789
9,9,8,5,5,5,3,44,8,243000,99,0,3555899
9,9,6,5,8,4,7,48,3,544320,99,0,7485699
1,5,5,4,6,8,5,34,7,24000,51,0,5864551
1,0,6,9,2,1,2,21,3,0,1,0,2129601
1,3,3,3,2,5,6,23,5,1620,31,0,6523331
1,6,6,6,7,1,7,34,7,10584,61,0,7176661
1,5,7,6,8,5,2,34,7,16800,51,0,2586751
3,5,3,5,4,3,3,26,8,8100,53,0,3345353
3,8,7,4,5,9,5,41,5,151200,83,0,5954783
9,8,3,7,8,3,6,44,8,217728,89,0,6387389
9,0,3,7,0,9,5,33,6,0,9,0,5907309
1,5,8,7,5,1,5,32,5,7000,51,0,5157851
1,7,7,9,8,7,4,43,7,98784,71,0,4789771
7,6,8,5,0,7,2,35,8,0,67,0,2705867
1,8,9,4,3,4,2,31,4,6912,81,0,2434981
7,2,3,3,8,3,5,31,4,15120,27,0,5383327
1,6,7,1,2,7,8,32,5,4704,61,0,8721761
7,9,2,7,2,5,4,36,9,35280,97,0,4527297
1,3,8,8,9,8,6,43,7,82944,31,0,6898831
3,6,5,4,2,8,9,37,1,51840,63,0,9824563
3,6,3,8,4,3,3,30,3,15552,63,0,3348363
9,0,8,5,1,3,1,27,9,0,9,0,1315809
7,3,0,3,9,7,2,31,4,0,37,0,2793037
7,3,2,3,9,5,1,30,3,5670,37,0,1593237
1,5,1,6,7,0,8,28,1,0,51,0,8076151
9,8,1,0,4,4,6,32,5,0,89,0,6440189
9,0,2,1,2,0,9,23,5,0,9,0,9021209
3,6,9,4,8,4,5,39,3,103680,63,0,5484963
1,8,9,3,1,0,3,25,7,0,81,0,3013981
9,3,5,0,3,9,9,38,2,0,39,0,9930539
3,7,7,8,8,0,2,35,8,0,73,0,2088773
1,3,1,4,1,4,5,19,1,240,31,0,5414131
3,0,6,7,6,8,9,39,3,0,3,0,9867603
3,6,7,3,5,1,8,33,6,15120,63,0,8153763
9,6,0,7,7,2,4,35,8,0,69,0,4277069
1,5,5,2,9,5,9,36,9,20250,51,0,9592551
3,3,7,0,0,6,9,28,1,0,33,0,9600733
7,9,9,8,7,6,3,49,4,571536,97,0,3678997
7,2,2,8,6,4,4,33,6,21504,27,0,4468227
1,7,3,5,0,2,7,25,7,0,71,0,7205371
7,6,9,0,7,8,4,41,5,0,67,0,4870967
9,5,9,3,8,0,5,39,3,0,59,0,5083959
1,3,6,9,7,2,3,31,4,6804,31,0,3279631
9,8,1,1,6,6,5,36,9,12960,89,0,5661189
7,5,2,3,7,3,3,30,3,13230,57,0,3373257
9,9,5,4,5,9,9,50,5,656100,99,0,9954599
1,2,4,2,8,9,4,30,3,4608,21,0,4982421
9,6,1,4,6,9,7,42,6,81648,69,0,7964169
9,1,6,7,5,1,6,35,8,11340,19,0,6157619
3,4,2,6,2,9,4,30,3,10368,43,0,4926243
7,8,7,9,2,7,7,47,2,345744,87,0,7729787
9,5,3,9,8,9,5,48,3,437400,59,0,5989359
7,1,4,8,2,9,4,35,8,16128,17,0,4928417
1,5,1,3,4,2,2,18,9,240,51,0,2243151
1,3,9,6,1,0,5,25,7,0,31,0,5016931
1,1,8,8,3,7,8,36,9,10752,11,0,8738811
1,4,3,8,7,1,2,26,8,1344,41,0,2178341
1,8,8,1,9,2,2,31,4,2304,81,0,2291881
1,5,0,2,9,0,2,19,1,0,51,0,2092051
9,7,6,7,3,6,5,43,7,238140,79,0,5637679
7,8,0,8,5,7,9,44,8,0,87,0,9758087
9,4,9,2,9,3,4,40,4,69984,49,0,4392949
3,2,6,3,7,8,3,32,5,18144,23,0,3873623
9,2,3,7,3,3,3,30,3,10206,29,0,3337329
3,8,0,0,1,2,8,22,4,0,83,0,8210083
3,0,6,5,7,0,6,27,9,0,3,0,6075603
1,2,2,8,8,8,9,38,2,18432,21,0,9888221
1,7,3,2,4,9,8,34,7,12096,71,0,8942371
1,4,5,6,9,4,3,32,5,12960,41,0,3496541
9,5,5,8,3,3,5,38,2,81000,59,0,5338559
7,7,2,1,0,0,4,21,3,0,77,0,4001277
3,2,6,6,2,2,8,29,2,6912,23,0,8226623
3,6,1,5,8,6,8,37,1,34560,63,0,8685163
7,8,4,6,4,4,8,41,5,172032,87,0,8446487
9,2,8,6,2,2,1,30,3,3456,29,0,1226829
3,9,8,8,3,3,5,39,3,77760,93,0,5338893
9,5,7,6,7,7,4,45,9,370440,59,0,4776759
7,4,9,3,8,7,8,46,1,338688,47,0,8783947
1,1,5,8,7,0,3,25,7,0,11,0,3078511
1,3,3,0,7,7,2,23,5,0,31,0,2770331
3,8,1,3,1,4,9,29,2,2592,83,0,9413183
3,9,8,2,9,2,6,39,3,46656,93,0,6292893
7,6,1,1,7,5,3,30,3,4410,67,0,3571167
1,5,2,6,9,8,4,35,8,17280,51,0,4896251
7,1,8,5,8,9,4,42,6,80640,17,0,4985817
3,6,6,6,1,5,6,33,6,19440,63,0,6516663
1,2,5,5,0,0,1,14,5,0,21,0,1005521
9,2,1,1,8,3,5,29,2,2160,29,0,5381129
9,0,1,9,7,7,4,37,1,0,9,0,4779109
1,2,0,2,2,1,3,11,2,0,21,0,3122021
7,8,8,7,5,2,2,39,3,62720,87,0,2257887
7,3,7,8,6,4,4,39,3,112896,37,0,4468737
9,5,6,6,1,8,2,37,1,25920,59,0,2816659
9,7,1,5,4,9,8,43,7,90720,79,0,8945179
7,8,8,3,5,3,3,37,1,60480,87,0,3353887
9,2,5,4,5,1,9,35,8,16200,29,0,9154529
3,3,4,7,8,8,2,35,8,32256,33,0,2887433
3,7,6,3,2,9,4,34,7,27216,73,0,4923673
7,6,6,3,1,4,2,29,2,6048,67,0,2413667
3,7,6,0,6,2,8,32,5,0,73,0,8260673
1,0,0,6,2,4,9,22,4,0,1,0,9426001
1,7,4,5,9,5,1,32,5,6300,71,0,1595471
1,0,9,3,8,9,4,34,7,0,1,0,4983901
3,7,8,3,3,2,7,33,6,21168,73,0,7233873
9,2,8,0,4,6,8,37,1,0,29,0,8640829
7,5,7,4,9,6,5,43,7,264600,57,0,5694757
9,6,8,8,7,6,9,53,8,1306368,69,0,9678869
9,7,0,2,3,2,2,25,7,0,79,0,2232079
3,7,8,7,8,8,3,44,8,225792,73,0,3887873
9,7,2,4,7,5,3,37,1,52920,79,0,3574279
1,2,8,9,9,2,6,37,1,15552,21,0,6299821
1,3,7,0,0,0,7,18,9,0,31,0,7000731
9,4,9,6,5,9,7,49,4,612360,49,0,7956949
3,4,2,5,3,1,4,22,4,1440,43,0,4135243
3,8,3,3,9,9,3,38,2,52488,83,0,3993383
7,9,5,8,3,7,6,45,9,317520,97,0,6738597
9,6,1,9,5,0,3,33,6,0,69,0,3059169
3,4,0,1,2,0,5,15,6,0,43,0,5021043
3,2,0,9,5,5,5,29,2,0,23,0,5559023
3,0,6,9,8,7,7,40,4,0,3,0,7789603
1,1,6,4,1,6,2,21,3,288,11,0,2614611
7,4,6,1,8,8,6,40,4,64512,47,0,6881647
1,5,7,5,0,4,7,29,2,0,51,0,7405751
7,2,0,1,1,9,8,28,1,0,27,0,8911027
3,8,2,8,4,6,7,38,2,64512,83,0,7648283
3,1,2,3,8,5,1,23,5,720,13,0,1583213
7,7,4,2,3,8,6,37,1,56448,77,0,6832477
1,5,4,4,3,5,4,26,8,4800,51,0,4534451
1,1,2,9,9,2,2,26,8,648,11,0,2299211
7,2,6,7,5,1,5,33,6,14700,27,0,5157627
9,4,7,0,1,7,5,33,6,0,49,0,5710749
7,2,4,9,3,5,9,39,3,68040,27,0,9539427
9,9,8,0,6,5,8,45,9,0,99,0,8560899
7,0,4,2,6,3,7,29,2,0,7,0,7362407
1,0,2,7,9,1,2,22,4,0,1,0,2197201
1,1,9,6,6,5,1,29,2,1620,11,0,1566911
9,6,4,3,8,5,1,36,9,25920,69,0,1583469
1,6,6,5,7,3,3,31,4,11340,61,0,3375661
7,8,7,4,1,6,9,42,6,84672,87,0,9614787
3,8,5,6,7,9,6,44,8,272160,83,0,6976583
1,6,2,0,3,9,6,27,9,0,61,0,6930261
7,4,8,1,9,3,1,33,6,6048,47,0,1391847
3,7,3,7,6,6,2,34,7,31752,73,0,2667373
9,4,8,8,6,5,5,45,9,345600,49,0,5568849
1,3,9,7,0,6,5,31,4,0,31,0,5607931
1,8,8,5,9,3,5,39,3,43200,81,0,5395881
1,6,6,0,7,3,7,30,3,0,61,0,7370661
9,1,1,3,8,6,1,29,2,1296,19,0,1683119
1,4,1,5,1,0,4,16,7,0,41,0,4015141
3,8,7,4,2,4,7,35,8,37632,83,0,7424783
7,3,4,4,3,7,5,33,6,35280,37,0,5734437
9,1,6,2,9,6,9,42,6,52488,19,0,9692619
1,7,3,5,7,7,2,32,5,10290,71,0,2775371
7,5,7,7,5,1,5,37,1,42875,57,0,5157757
7,1,8,3,2,7,5,33,6,11760,17,0,5723817
3,0,9,8,0,6,1,27,9,0,3,0,1608903
9,6,8,8,5,9,4,49,4,622080,69,0,4958869
3,6,6,4,2,2,6,29,2,10368,63,0,6224663
7,9,3,6,8,0,4,37,1,0,97,0,4086397
1,3,2,1,8,4,5,24,6,960,31,0,5481231
3,8,0,7,5,6,1,30,3,0,83,0,1657083
3,9,7,0,6,6,7,38,2,0,93,0,7660793
3,2,7,8,4,6,6,36,9,48384,23,0,6648723
3,6,4,3,6,4,7,33,6,36288,63,0,7463463
1,6,4,4,9,8,4,36,9,27648,61,0,4894461
1,3,2,7,3,3,9,28,1,3402,31,0,9337231
9,9,6,4,4,5,6,43,7,233280,99,0,6544699
9,3,3,6,1,4,1,27,9,1944,39,0,1416339
1,4,2,4,9,4,9,33,6,10368,41,0,9494241
3,9,4,7,8,1,2,34,7,12096,93,0,2187493
1,2,5,7,2,6,8,31,4,6720,21,0,8627521
9,5,0,0,3,9,7,33,6,0,59,0,7930059
3,8,2,0,0,1,1,15,6,0,83,0,1100283
1,9,1,5,3,8,8,35,8,8640,91,0,8835191
1,1,8,9,8,1,1,29,2,576,11,0,1189811
1,4,5,0,7,4,2,23,5,0,41,0,2470541
9,7,9,0,1,3,9,38,2,0,79,0,9310979
3,3,7,2,1,0,5,21,3,0,33,0,5012733
7,8,2,1,5,7,9,39,3,35280,87,0,9751287
7,4,6,3,1,3,6,30,3,9072,47,0,6313647
9,5,2,0,9,5,7,37,1,0,59,0,7590259
3,8,6,4,1,1,5,28,1,2880,83,0,5114683
3,1,4,4,9,9,9,39,3,34992,13,0,9994413
7,1,2,4,6,0,2,22,4,0,17,0,2064217
9,2,1,3,5,8,5,33,6,10800,29,0,5853129
7,4,8,0,7,4,5,35,8,0,47,0,5470847
9,1,3,2,7,6,8,36,9,18144,19,0,8672319
9,9,4,0,7,1,3,33,6,0,99,0,3170499
3,3,7,0,9,5,2,29,2,0,33,0,2590733
1,7,8,3,2,6,4,31,4,8064,71,0,4623871
3,8,0,5,9,4,2,31,4,0,83,0,2495083
7,0,8,0,2,3,5,25,7,0,7,0,5320807
9,1,7,7,0,0,8,32,5,0,19,0,8007719
3,1,7,9,3,3,5,31,4,8505,13,0,5339713
9,5,0,3,4,2,9,32,5,0,59,0,9243059
7,1,2,0,6,2,1,19,1,0,17,0,1260217
9,8,1,0,1,1,7,27,9,0,89,0,7110189
9,9,8,5,4,7,7,49,4,635040,99,0,7745899
1,6,2,1,8,5,3,26,8,1440,61,0,3581261
9,5,3,7,3,8,5,40,4,113400,59,0,5837359
9,9,3,3,1,8,9,42,6,52488,99,0,9813399
7,8,7,9,4,5,3,43,7,211680,87,0,3549787
9,7,5,1,3,6,8,39,3,45360,79,0,8631579
3,1,9,4,6,2,3,28,1,3888,13,0,3264913
3,2,2,7,7,1,6,28,1,3528,23,0,6177223
1,7,6,9,5,6,7,41,5,79380,71,0,7659671
9,1,7,4,2,2,6,31,4,6048,19,0,6224719
3,2,6,8,6,1,3,29,2,5184,23,0,3168623
3,3,5,5,5,1,1,23,5,1125,33,0,1155533
3,0,0,3,3,3,3,15,6,0,3,0,3333003
1,0,4,8,8,0,2,23,5,0,1,0,2088401
1,8,1,6,8,3,3,30,3,3456,81,0,3386181
7,6,1,3,8,8,1,34,7,8064,67,0,1883167
7,0,5,9,8,1,1,31,4,0,7,0,1189507
1,4,8,3,8,8,2,34,7,12288,41,0,2883841
1,3,0,1,9,7,6,27,9,0,31,0,6791031
3,3,8,2,3,6,9,34,7,23328,33,0,9632833
3,1,1,5,9,9,1,29,2,1215,13,0,1995113
1,0,5,1,7,1,5,20,2,0,1,0,5171501
1,7,1,0,2,3,3,17,8,0,71,0,3320171
1,1,0,4,1,2,3,12,3,0,11,0,3214011
9,4,3,9,8,0,2,35,8,0,49,0,2089349
3,3,0,4,8,0,2,20,2,0,33,0,2084033
9,0,7,3,4,1,6,30,3,0,9,0,6143709
1,4,0,6,8,1,8,28,1,0,41,0,8186041
1,8,3,2,2,5,9,30,3,4320,81,0,9522381
9,3,5,9,0,5,1,32,5,0,39,0,1509539
1,0,4,6,3,5,9,28,1,0,1,0,9536401
3,0,3,4,2,9,8,29,2,0,3,0,8924303
9,0,3,4,4,0,4,24,6,0,9,0,4044309
1,2,3,8,8,1,6,29,2,2304,21,0,6188321
1,7,8,9,4,1,3,33,6,6048,71,0,3149871
3,3,9,6,6,7,8,42,6,163296,33,0,8766933
7,8,7,5,5,6,8,46,1,470400,87,0,8655787
7,1,7,7,6,5,3,36,9,30870,17,0,3567717
1,9,7,7,7,5,4,40,4,61740,91,0,4577791
1,2,3,3,5,4,5,23,5,1800,21,0,5453321
7,9,2,4,3,1,7,33,6,10584,97,0,7134297
9,5,7,3,1,6,6,37,1,34020,59,0,6613759
9,5,3,7,6,0,4,34,7,0,59,0,4067359
9,5,7,7,0,0,8,36,9,0,59,0,8007759
1,2,0,7,0,4,8,22,4,0,21,0,8407021
7,9,1,9,1,2,7,36,9,7938,97,0,7219197
1,1,6,4,2,1,3,18,9,144,11,0,3124611
7,6,8,2,6,6,9,44,8,217728,67,0,9662867
1,3,8,2,4,2,5,25,7,1920,31,0,5242831
1,9,5,5,2,2,7,31,4,6300,91,0,7225591
3,9,9,8,0,3,2,34,7,0,93,0,2308993
9,6,8,9,1,1,5,39,3,19440,69,0,5119869
1,7,9,0,6,3,5,31,4,0,71,0,5360971
9,1,6,4,1,0,1,22,4,0,19,0,1014619
1,0,8,9,8,0,8,34,7,0,1,0,8089801
9,5,1,7,2,5,2,31,4,6300,59,0,2527159
7,8,9,2,9,5,9,49,4,408240,87,0,9592987
7,3,8,1,4,3,6,32,5,12096,37,0,6341837
7,3,6,3,4,3,8,34,7,36288,37,0,8343637
7,9,0,7,3,3,8,37,1,0,97,0,8337097
9,0,5,4,6,0,1,25,7,0,9,0,1064509
1,7,4,7,1,6,1,27,9,1176,71,0,1617471
9,2,3,1,5,2,8,30,3,4320,29,0,8251329
1,9,8,7,5,1,5,36,9,12600,91,0,5157891
7,6,1,7,4,5,8,38,2,47040,67,0,8547167
1,0,1,0,9,8,2,21,3,0,1,0,2890101
7,1,8,7,9,5,2,39,3,35280,17,0,2597817
7,3,0,8,9,9,8,44,8,0,37,0,8998037
1,7,6,1,4,3,2,24,6,1008,71,0,2341671
7,6,0,1,6,3,6,29,2,0,67,0,6361067
1,9,0,7,6,1,9,33,6,0,91,0,9167091
7,4,5,1,2,8,7,34,7,15680,47,0,7821547
7,3,1,0,3,1,4,19,1,0,37,0,4130137
9,3,8,6,4,3,9,42,6,139968,39,0,9346839
1,9,0,2,7,4,4,27,9,0,91,0,4472091
9,9,5,0,1,7,1,32,5,0,99,0,1710599
1,6,6,8,8,3,5,37,1,34560,61,0,5388661
7,4,3,0,7,9,6,36,9,0,47,0,6970347
3,7,3,9,0,3,1,26,8,0,73,0,1309373
7,7,2,9,5,7,9,46,1,277830,77,0,9759277
3,8,9,8,5,4,2,39,3,69120,83,0,2458983
3,2,9,9,4,4,1,32,5,7776,23,0,1449923
3,3,1,8,3,2,7,27,9,3024,33,0,7238133
7,8,8,9,8,6,1,47,2,193536,87,0,1689887
3,3,4,2,7,9,6,34,7,27216,33,0,6972433
1,6,6,0,4,4,3,24,6,0,61,0,3440661
1,7,6,8,3,2,4,31,4,8064,71,0,4238671
9,6,9,3,7,7,2,43,7,142884,69,0,2773969
1,2,4,0,0,3,2,12,3,0,21,0,2300421
7,8,0,0,4,2,4,25,7,0,87,0,4240087
3,7,7,8,6,2,8,41,5,112896,73,0,8268773
1,8,9,5,4,9,8,44,8,103680,81,0,8945981
3,5,9,8,5,0,7,37,1,0,53,0,7058953
1,9,1,3,8,5,9,36,9,9720,91,0,9583191
1,7,4,7,6,9,8,42,6,84672,71,0,8967471
3,9,0,2,6,2,3,25,7,0,93,0,3262093
7,8,7,3,4,5,2,36,9,47040,87,0,2543787
9,2,2,6,5,1,5,30,3,5400,29,0,5156229
9,4,8,0,4,6,5,36,9,0,49,0,5640849
1,7,1,8,0,0,8,25,7,0,71,0,8008171
1,7,3,6,4,2,1,24,6,1008,71,0,1246371
1,6,5,2,3,2,5,24,6,1800,61,0,5232561
7,4,9,0,9,6,5,40,4,0,47,0,5690947
3,2,9,3,4,0,9,30,3,0,23,0,9043923
9,1,3,7,2,8,1,31,4,3024,19,0,1827319
7,5,8,1,5,2,9,37,1,25200,57,0,9251857
7,3,3,3,3,8,2,29,2,9072,37,0,2833337
7,4,9,6,8,5,6,45,9,362880,47,0,6586947
1,4,4,3,3,5,6,26,8,4320,41,0,6533441
9,6,5,1,6,7,7,41,5,79380,69,0,7761569
3,3,9,7,1,7,1,31,4,3969,33,0,1717933
3,1,7,6,4,1,4,26,8,2016,13,0,4146713
3,0,4,6,3,8,2,26,8,0,3,0,2836403
9,6,7,4,4,9,6,45,9,326592,69,0,6944769
7,5,9,2,3,1,7,34,7,13230,57,0,7132957
7,6,2,6,1,3,4,29,2,6048,67,0,4316267
7,7,9,0,9,9,1,42,6,0,77,0,1990977
7,7,9,8,6,1,1,39,3,21168,77,0,1168977
7,0,5,5,7,1,6,31,4,0,7,0,6175507
3,7,2,4,8,6,6,36,9,48384,73,0,6684273
7,8,2,9,5,1,1,33,6,5040,87,0,1159287
3,9,9,2,6,6,5,40,4,87480,93,0,5662993
7,6,0,4,2,0,3,22,4,0,67,0,3024067
9,9,5,2,3,2,2,32,5,9720,99,0,2232599
9,8,7,3,0,8,6,41,5,0,89,0,6803789
3,1,7,7,7,6,2,33,6,12348,13,0,2677713
3,5,4,2,1,3,2,20,2,720,53,0,2312453
3,9,6,8,5,1,8,40,4,51840,93,0,8158693
1,8,8,1,5,2,2,27,9,1280,81,0,2251881
7,4,1,9,0,3,1,25,7,0,47,0,1309147
1,1,3,1,1,4,8,19,1,96,11,0,8411311
7,9,5,0,1,3,8,33,6,0,97,0,8310597
9,1,2,6,5,4,5,32,5,10800,19,0,5456219
9,5,1,1,6,4,9,35,8,9720,59,0,9461159
1,0,4,6,1,7,9,28,1,0,1,0,9716401
7,7,1,7,0,4,4,30,3,0,77,0,4407177
1,6,5,8,3,2,5,30,3,7200,61,0,5238561
3,1,0,9,1,4,1,19,1,0,13,0,1419013
3,1,6,4,4,0,4,22,4,0,13,0,4044613
9,5,4,0,6,3,5,32,5,0,59,0,5360459
9,2,0,4,4,1,5,25,7,0,29,0,5144029
7,0,7,8,4,4,5,35,8,0,7,0,5448707
9,7,9,7,4,0,5,41,5,0,79,0,5047979
1,6,3,9,4,8,8,39,3,41472,61,0,8849361
3,1,8,0,1,7,4,24,6,0,13,0,4710813
7,3,5,0,5,3,3,26,8,0,37,0,3350537
1,7,4,4,3,3,4,26,8,4032,71,0,4334471
9,9,2,5,8,8,1,42,6,51840,99,0,1885299
1,0,9,3,8,2,1,24,6,0,1,0,1283901
7,2,7,5,7,4,9,41,5,123480,27,0,9475727
3,8,0,9,9,2,3,34,7,0,83,0,3299083
9,1,1,3,6,7,1,28,1,1134,19,0,1763119
9,3,2,6,8,8,6,42,6,124416,39,0,6886239
3,9,1,4,7,7,8,39,3,42336,93,0,8774193
7,1,5,6,7,4,2,32,5,11760,17,0,2476517
3,0,5,4,8,6,2,28,1,0,3,0,2684503
9,8,0,3,1,2,4,27,9,0,89,0,4213089
1,0,7,7,7,7,8,37,1,0,1,0,8777701
7,2,8,3,5,5,7,37,1,58800,27,0,7553827
3,0,2,5,3,2,5,20,2,0,3,0,5235203
3,2,2,1,9,1,5,23,5,540,23,0,5191223
9,3,4,1,8,5,9,39,3,38880,39,0,9581439
7,4,6,2,1,3,8,31,4,8064,47,0,8312647
7,0,4,9,9,3,7,39,3,0,7,0,7399407
1,6,9,0,4,7,8,35,8,0,61,0,8740961
1,3,5,5,6,1,3,24,6,1350,31,0,3165531
9,1,0,8,4,4,1,27,9,0,19,0,1448019
9,4,4,5,4,3,4,33,6,34560,49,0,4345449
7,0,8,2,6,8,5,36,9,0,7,0,5862807
7,9,5,2,9,7,1,40,4,39690,97,0,1792597
1,0,8,9,7,3,2,30,3,0,1,0,2379801
1,4,4,5,1,6,5,26,8,2400,41,0,5615441
1,8,8,3,8,9,3,40,4,41472,81,0,3983881
1,9,7,1,1,5,6,30,3,1890,91,0,6511791
1,1,8,4,2,0,3,19,1,0,11,0,3024811
3,2,7,5,0,9,5,31,4,0,23,0,5905723
7,0,4,8,7,0,9,35,8,0,7,0,9078407
9,5,2,9,9,6,8,48,3,349920,59,0,8699259
3,2,9,4,7,6,5,36,9,45360,23,0,5674923
3,4,4,6,2,1,8,28,1,4608,43,0,8126443
9,1,2,2,4,3,6,27,9,2592,19,0,6342219
3,1,9,5,3,3,5,29,2,6075,13,0,5335913
1,1,6,3,8,4,4,27,9,2304,11,0,4483611
7,9,7,0,6,8,7,44,8,0,97,0,7860797
3,9,4,1,0,4,6,27,9,0,93,0,6401493
3,2,1,8,1,8,2,25,7,768,23,0,2818123
3,9,6,7,4,9,7,45,9,285768,93,0,7947693
9,5,3,5,1,1,2,26,8,1350,59,0,2115359
9,0,1,1,1,7,7,26,8,0,9,0,7711109
3,1,9,3,4,9,4,33,6,11664,13,0,4943913
1,2,9,9,9,6,9,45,9,78732,21,0,9699921
1,3,8,7,6,1,7,33,6,7056,31,0,7167831
3,0,8,7,9,8,8,43,7,0,3,0,8897803
